member_id,customer_key,unaltered_customer_key,display_name,level_id,is_deleted,a_naturedescription,a_naturekey,a_natureparentkey,a_naturesorting,a_natureparentkeyms,a_naturemap2planning,a_naturemap2activite
920,445661,445661,445661 TVA déd/Ret. garanti,65278,false,445661 TVA déd/Ret. garanti,445661,4,445661,4,,BSH_00013
923,445664,445664,445664 TVA intracom - achats de gaz et d'électricité,65278,false,445664 TVA intracom - achats de gaz et d'électricité,445664,4,445664,4,,BSH_00013
924,445665,445665,445665 TVA hors CEE - expl°,65278,false,445665 TVA hors CEE - expl°,445665,4,445665,4,,BSH_00013
927,445668,445668,445668 TVA hors UE matériels,65278,false,445668 TVA hors UE matériels,445668,4,445668,4,,BSH_00013
928,445670,445670,445670 Crédit de TVA à reporter,65278,false,445670 Crédit de TVA à reporter,445670,4,445670,4,,BSH_00013
929,445710,445710,445710 TVA collectée,65278,false,445710 TVA collectée,445710,4,445710,4,,BSH_00013
984,512900,512900,512900 DAT,65278,false,512900 DAT,512900,5,512900,5,,BSH_00019
932,445840,445840,445840 TVA déductible lors du paiement,65278,false,445840 TVA déductible lors du paiement,445840,4,445840,4,,BSH_00013
933,445841,445841,445841 TVA collectée lors du paiement,65278,false,445841 TVA collectée lors du paiement,445841,4,445841,4,,BSH_00013
935,445870,445870,445870 TVA coll/factures à établir,65278,false,445870 TVA coll/factures à établir,445870,4,445870,4,,BSH_00013
944,448700,448700,448700 Etat - produits à recevoir,65278,false,448700 Etat - produits à recevoir,448700,4,448700,4,,BSH_00012
952,457000,457000,457000 Associés - Dividende à Payer,65278,false,457000 Associés - Dividende à Payer,457000,4,457000,4,,BSH_00014
953,467001,467001,467001 Débiteurs divers,65278,false,467001 Débiteurs divers,467001,4,467001,4,,BSH_00014
956,467005,467005,467005 Créditeurs divers,65278,false,467005 Créditeurs divers,467005,4,467005,4,,BSH_00014
957,468600,468600,468600 Divers-Charges à payer,65278,false,468600 Divers-Charges à payer,468600,4,468600,4,,BSH_00014
958,468700,468700,468700 Divers-Produits à recevoir,65278,false,468700 Divers-Produits à recevoir,468700,4,468700,4,,BSH_00014
963,481600,481600,481600 Frais d'émission des emprunts à répartir,65278,false,481600 Frais d'émission des emprunts à répartir,481600,4,481600,4,,BSH_00006
964,486000,486000,486000 Charges constatées d'avance,65278,false,486000 Charges constatées d'avance,486000,4,486000,4,,BSH_00014
965,487000,487000,487000 Produit constaté d'avance,65278,false,487000 Produit constaté d'avance,487000,4,487000,4,,BSH_00008
966,491000,491000,491000 Provision pour dépréciation des comptes clients,65278,false,491000 Provision pour dépréciation des comptes clients,491000,4,491000,4,,BSH_00008
967,491100,491100,491100 Prov Créances Douteuses EAG,65278,false,491100 Prov Créances Douteuses EAG,491100,4,491100,4,,BSH_00008
968,508101,508101,508101 SICAV Monétaire BNP,65278,false,508101 SICAV Monétaire BNP,508101,5,508101,5,,BSH_00019
969,508102,508102,508102 SICAV Monétaire NATIXIS,65278,false,508102 SICAV Monétaire NATIXIS,508102,5,508102,5,,BSH_00019
970,508103,508103,508103 Compte à préavis 32 jrs Natixis,65278,false,508103 Compte à préavis 32 jrs Natixis,508103,5,508103,5,,BSH_00019
972,512200,512200,512200 Crédit Mutuel TIGF,65278,false,512200 Crédit Mutuel TIGF,512200,5,512200,5,,BSH_00019
980,512600,512600,512600 Société Générale TIGF,65278,false,512600 Société Générale TIGF,512600,5,512600,5,,BSH_00019
981,512603,512603,512603 Société Générale TTGF,65278,false,512603 Société Générale TTGF,512603,5,512603,5,,BSH_00019
985,518600,518600,518600 Intérêts courus à payer,65278,false,518600 Intérêts courus à payer,518600,5,518600,5,,BSH_00014
986,531000,531000,531000 Caisse siége social,65278,false,531000 Caisse siége social,531000,5,531000,5,,BSH_00019
781,208101,208101,208101 Droits de transit,65278,false,208101 Droits de transit,208101,2,208101,2,,BSH_00001
989,119000,119000,119000 Report à nouveau-solde débiteur,65278,false,119000 Report à nouveau-solde débiteur,119000,11,119000,11,,BSH_00025
990,151400,151400,151400 Provision/litiges fiscaux-impôts sur les bénéfices,65278,false,151400 Provision/litiges fiscaux-impôts sur les bénéfices,151400,15,151400,15,,BSH_00015
2431,800683,800683,800683 Compensation de transfert d'immobilisation liée,65278,false,800683 Compensation de transfert d'immobilisation liée,800683,8,800683,8,6XXXXX,SAP_T8001
991,261100,261100,261100 Titres immobilisés - conso,65278,false,261100 Titres immobilisés - conso,261100,2,261100,2,,BSH_00003
992,274885,274885,274885 Prêt financier Groupe,65278,false,274885 Prêt financier Groupe,274885,2,274885,2,,BSH_00004
993,274886,274886,274886 Intérêts sur prêt financier Groupe,65278,false,274886 Intérêts sur prêt financier Groupe,274886,2,274886,2,,BSH_00003
995,456100,456100,456100 Associés - comptes d'apport en société,65278,false,456100 Associés - comptes d'apport en société,456100,4,456100,4,,BSH_00014
1018,169000,169000,169000 Primes d'émission,65278,false,169000 Primes d'émission,169000,16,169000,16,,BSH_00006
310,681162,681162,681162 Dot Amort installations stockage-déchargement R68112,65278,false,681162 Dot Amort installations stockage-déchargement R68112,681162,681,681162,681,6XXXXX,PNL_00171
328,681165,681165,681165 Dot Amort équipement / outillage industriel R68112,65278,false,681165 Dot Amort équipement / outillage industriel R68112,681165,681,681165,681,6XXXXX,PNL_00171
107,687300,687300,687300 Dot Prov réglementées R68750,65278,false,687300 Dot Prov réglementées R68750,687300,687,687300,687,6XXXXX,PNL_00190
362,775800,775800,775800 Pdts cession autres éléments actifs R77800,65278,false,775800 Pdts cession autres éléments actifs R77800,775800,775,775800,775,7XXXXX,PNL_00174
291,na,NA,NA,65278,false,NA,NA,Nature_Total,NA,Nature_Total,,
294,pl1,PL1,PL1 - Produits,65278,false,PL1 - Produits,PL1,7,PL1,7,,
733,106110,106110,106110 Réserves légales,65278,false,106110 Réserves légales,106110,10,106110,10,,BSH_00024
734,106300,106300,106300 Réserves statutaires,65278,false,106300 Réserves statutaires,106300,10,106300,10,,BSH_00024
33,687500,687500,687500 Dot Prov dépenses extraordinaires/exceptionnelles R68750,65278,false,687500 Dot Prov dépenses extraordinaires/exceptionnelles R68750,687500,687,687500,687,6XXXXX,PNL_00190
51,781741,781741,781741 Reprise prov dépréciation des créances clients R78190,65278,false,781741 Reprise prov dépréciation des créances clients R78190,781741,781,781741,781,7XXXXX,PNL_00189
55,775100,775100,775100 Pdts cession des éléments actifs incorporels R77510,65278,false,775100 Pdts cession des éléments actifs incorporels R77510,775100,775,775100,775,7XXXXX,PNL_00174
105,775200,775200,775200 Pdts cession des éléments actifs corporels R77520,65278,false,775200 Pdts cession des éléments actifs corporels R77520,775200,775,775200,775,7XXXXX,PNL_00174
231,681130,681130,681130 Dot Amortissement des constructions - prouvé R68112,65278,false,681130 Dot Amortissement des constructions - prouvé R68112,681130,681,681130,681,6XXXXX,PNL_00171
255,771700,771700,771700 Dégrèvement d'impôt ( hors IS) R77880,65278,false,771700 Dégrèvement d'impôt ( hors IS) R77880,771700,771,771700,771,7XXXXX,PNL_00174
258,681181,681181,681181 Dot Amort installations / aménagement généraux R68112,65278,false,681181 Dot Amort installations / aménagement généraux R68112,681181,681,681181,681,6XXXXX,PNL_00171
259,681183,681183,681183 Dot Amort équipements de bureau et d'hébergement R68112,65278,false,681183 Dot Amort équipements de bureau et d'hébergement R68112,681183,681,681183,681,6XXXXX,PNL_00171
260,681182,681182,681182 Dot Amortissement des équipements de transport R68112,65278,false,681182 Dot Amortissement des équipements de transport R68112,681182,681,681182,681,6XXXXX,PNL_00171
261,681185,681185,681185 Dot Amort matériels de télécommunication R68112,65278,false,681185 Dot Amort matériels de télécommunication R68112,681185,681,681185,681,6XXXXX,PNL_00171
262,681184,681184,681184 Dot Amort meubles de bureau et d'hébergement R68112,65278,false,681184 Dot Amort meubles de bureau et d'hébergement R68112,681184,681,681184,681,6XXXXX,PNL_00171
390,680310,680310,680310 Dot.amort.frais de développement R68111,65278,false,680310 Dot.amort.frais de développement R68111,680310,680,680310,680,6XXXXX,PNL_00172
1279,145002,145002,145002 Amortissements dérogations complémentaires,65278,false,145002 Amortissements dérogations complémentaires,145002,14,145002,14,,BSH_00029
1094,610ms,610MS,6.1. Activités sociales - Comité d'oeuvre sociale,65278,false,6.1. Activités sociales - Comité d'oeuvre sociale,610MS,,610MS,06MS,,
1104,710ms,710MS,7.1. Participation des salariés,65278,false,7.1. Participation des salariés,710MS,,710MS,07MS,,
639,687250,687250,687250 DA dérogatoires,65278,false,687250 DA dérogatoires,687250,687,687250,687,6XXXXX,PNL_00175
1278,687252,687252,687252 DA dérogatoires compl.,65278,false,687252 DA dérogatoires compl.,687252,687,687252,687,6XXXXX,PNL_00175
1584,680720,680720,680720 Amort. Clientèle,65278,false,680720 Amort. Clientèle,680720,680,680720,680,6XXXXX,PNL_00172
1586,681173,681173,681173 DAP Mat. Méthanisat.,65278,false,681173 DAP Mat. Méthanisat.,681173,681,681173,681,6XXXXX,PNL_00171
1093,140ms,140MS,1.4. Prime d’ancienneté,65278,false,1.4. Prime d’ancienneté,140MS,,140MS,01MS,,
1706,645820,645820,645820 Charges sociales/autres primes,65278,false,645820 Charges sociales/autres primes,645820,645,645820,240MS,6XXXXX,PNL_00131
1738,447113,447113,447113 TIC,65278,false,447113 TIC,447113,4,447113,4,,BSH_00014
1739,447114,447114,447114 C3S,65278,false,447114 C3S,447114,4,447114,4,,BSH_00014
1740,447115,447115,447115 Taxes Foncières,65278,false,447115 Taxes Foncières,447115,4,447115,4,,BSH_00014
1741,447116,447116,447116 IFER,65278,false,447116 IFER,447116,4,447116,4,,BSH_00014
1742,455180,455180,455180 Compte courant Stirvia,65278,false,455180 Compte courant Stirvia,455180,4,455180,4,,BSH_00014
864,421000,421000,421000 Personnel - Rémunérations dues,65278,false,421000 Personnel - Rémunérations dues,421000,4,421000,4,,BSH_00010
1771,478610,478610,478610 Diff. Eval. - Actif,65278,false,478610 Diff. Eval. - Actif,478610,4,478610,4,,BSH_00014
1772,478710,478710,478710 Diff. Eval. - Passif,65278,false,478710 Diff. Eval. - Passif,478710,4,478710,4,,BSH_00014
1773,218340,218340,218340 Oeuvres d'art,65278,false,218340 Oeuvres d'art,218340,2,218340,2,,BSH_00002
1804,706801,706801,706801 vente de prestations BU MED,65278,false,706801 vente de prestations BU MED,706801,706,706801,706,7XXXXX,PNL_00150
1805,706802,706802,706802 vente de prestations BU H2,65278,false,706802 vente de prestations BU H2,706802,706,706802,706,7XXXXX,PNL_00150
1837,708803,708803,708803 autre produit BU BIO,65278,false,708803 autre produit BU BIO,708803,708,708803,708,7XXXXX,PNL_00150
1870,706803,706803,706803 vente de prestations BU BIO,65278,false,706803 vente de prestations BU BIO,706803,706,706803,706,7XXXXX,PNL_00150
1871,701102,701102,701102 Prod. finis BU H2,65278,false,701102 Prod. finis BU H2,701102,706,701102,702,7XXXXX,PNL_00150
1872,701103,701103,701103 Prod. finis BU BIO,65278,false,701103 Prod. finis BU BIO,701103,708,701103,702,7XXXXX,PNL_00150
1707,260ms,260MS,2.6. Forfait Social,65278,false,2.6. Forfait Social,260MS,,260MS,02MS,,
1705,645120,645120,645120 Forfait social,65278,false,645120 Forfait social,645120,645,645120,260MS,6XXXXX,PNL_00131
1744,701101,701101,701101 Prod. finis BU MED,65278,false,701101 Prod. finis BU MED,701101,702,701101,702,7XXXXX,PNL_00150
1903,657100,657100,657100 Aides financières octroyées,65278,false,657100 Aides financières octroyées,657100,658,657100,658,6XXXXX,PNL_00150
1936,409800,409800,409800 Avoir à recevoir,65278,false,409800 Avoir à recevoir,409800,4,409800,4,,BSH_00009
1969,508104,508104,508104 DAT BNP,65278,false,508104 DAT BNP,508104,5,508104,5,,BSH_00019
2002,428620,428620,428620 Pers - Dettes provisionnées / UP,65278,false,428620 Pers - Dettes provisionnées / UP,428620,4,428620,4,,BSH_00010
2003,428630,428630,428630 Pers - Dettes prov / Prime 13ème mois,65278,false,428630 Pers - Dettes prov / Prime 13ème mois,428630,4,428630,4,,BSH_00010
2005,438620,438620,438620 Org Sociaux Charges / Prov UP,65278,false,438620 Org Sociaux Charges / Prov UP,438620,4,438620,4,,BSH_00011
2006,438630,438630,438630 Org Sociaux Charges / Prime 13ème mois,65278,false,438630 Org Sociaux Charges / Prime 13ème mois,438630,4,438630,4,,BSH_00011
2007,438210,438210,438210 Org Sociaux Charges / CET,65278,false,438210 Org Sociaux Charges / CET,438210,4,438210,4,,BSH_00011
1444,512856,512856,512856 BNP MIB,65278,false,512856 BNP MIB,512856,5,512856,5,,BSH_00019
2008,438300,438300,438300 Org Sociaux Charges / Intéressement,65278,false,438300 Org Sociaux Charges / Intéressement,438300,4,438300,4,,BSH_00011
2009,438400,438400,438400 Org Sociaux Charges / Participation,65278,false,438400 Org Sociaux Charges / Participation,438400,4,438400,4,,BSH_00011
2035,299999,299999,299999 Cpte de reprise immo,65278,false,299999 Cpte de reprise immo,299999,2,299999,2,,SAP_T2999
2036,9,9,9 - COMPTES TECHNIQUES,65278,false,9 - COMPTES TECHNIQUES,9,Nature_Total,9,Nature_Total,,
2037,999999,999999,999999 Capitalisation TbD,65278,false,999999 Capitalisation TbD,999999,9,999999,9,7XXXXX,SAP_T9999
2038,681740,681740,681740 Dot dépré. créances,65278,false,681740 Dot dépré. créances,681740,681,681740,681,6XXXXX,PNL_00150
2039,108900,108900,108900 Dot cons.insc.au CR,65278,false,108900 Dot cons.insc.au CR,108900,10,108900,10,,BSH_00024
2040,668000,668000,668000 Autres charges fin.,65278,false,668000 Autres charges fin.,668000,668,668000,668,6XXXXX,PNL_00150
2068,781740,781740,781740 Reprise dépréciation créances clients,65278,false,781740 Reprise dépréciation créances clients,781740,781,781740,781,7XXXXX,PNL_00189
2101,570ms,570MS,5.7 Autres Modèle Social,65278,false,5.7 Autres Modèle Social,570MS,,570MS,05MS,,
2004,438610,438610,438610 Org Sociaux Charges / Prime Vacances,65278,false,438610 Org Sociaux Charges / Prime Vacances,438610,4,438610,4,,BSH_00011
2134,753200,753200,753200 QP vst dot cons,65278,false,753200 QP vst dot cons,753200,753,753200,756,7XXXXX,PNL_00150
2135,753,753,"753 Jetons de présence et rémunérations d'administrateurs, gérants
",65278,false,"753 Jetons de présence et rémunérations d'administrateurs, gérants
",753,75,753,75,,
1743,753100,753100,753100 Versements Fondateurs,65278,false,753100 Versements Fondateurs,753100,753,753100,756,7XXXXX,PNL_00150
2167,273000,273000,273000 TIAP,65278,false,273000 TIAP,273000,2,273000,2,,BSH_00003
868,422100,422100,422100 Commission prévoyance,65278,false,422100 Commission prévoyance,422100,4,422100,4,,BSH_00010
877,427100,427100,427100 Retenue à la source-Jetons de présence,65278,false,427100 Retenue à la source-Jetons de présence,427100,4,427100,4,,BSH_00010
2200,297300,297300,297300 Dépré des TIAP,65278,false,297300 Dépré des TIAP,297300,2,297300,2,,BSH_00003
2233,167006,167006,167006 CAA RETRAITE Emp assortis de clauses particulières,65278,false,167006 CAA RETRAITE Emp assortis de clauses particulières,167006,16,167006,16,,BSH_00010
931,445830,445830,445830 Etat Remboursement TVA demandé,65278,false,445830 Etat Remboursement TVA demandé,445830,4,445830,4,,BSH_00013
2266,478720,478720,478720 Diff. d'évaluation instruments trésorerie-PASSIF,65278,false,478720 Diff. d'évaluation instruments trésorerie-PASSIF,478720,4,478720,4,,BSH_00006
2299,512860,512860,512860 BNP Hy'Touraine Dist,65278,false,512860 BNP Hy'Touraine Dist,512860,5,512860,5,,BSH_00019
2432,999990,999990,999990 Cpt Mig. AuC,65278,false,999990 Cpt Mig. AuC,999990,9,999990,9,7XXXXX,SAP_T9999
1708,708820,708820,708820 Loyer véhicules,65278,false,708820 Loyer véhicules,708820,708,708820,708,7XXXXX,PNL_00141
2010,428610,428610,428610 Pers - Dettes prov / Prime Vacances,65278,false,428610 Pers - Dettes prov / Prime Vacances,428610,4,428610,4,,BSH_00010
2267,478620,478620,478620 Diff. d'évaluation instruments trésorerie-ACTIF,65278,false,478620 Diff. d'évaluation instruments trésorerie-ACTIF,478620,4,478620,4,,BSH_00006
2300,512861,512861,512861 BNP TSOL H2 Newco1,65278,false,512861 BNP TSOL H2 Newco1,512861,5,512861,5,,BSH_00019
67,641435,641435,641435 Abonnement téléphoniques Astreintes R64100,65278,false,641435 Abonnement téléphoniques Astreintes R64100,641435,641,641435,999MS,6XXXXX,PNL_00131
386,op1,OP1,OP1 - Achats & services extérieurs,65278,false,OP1 - Achats & services extérieurs,OP1,OPx,OP1,OPx,,
388,op3,OP3,Autres charges,65278,false,Autres charges,OP3,OPx,PL4,OPx,,
389,op6,OP6,Impôts & taxes,65278,false,Impôts & taxes,OP6,OPx,PL6,OPx,,
387,op4,OP4,Charges DTDP (Temp),65278,false,Charges DTDP (Temp),OP4,OPx,PL4,OPx,,
391,op5,OP5,Amortissements & provisions,65278,false,Amortissements & provisions,OP5,OPx,PL5,OPx,,
385,op2,OP2,Charges de personnel,65278,false,Charges de personnel,OP2,64,6MS,Nature_MS,,
1001,109000,109000,109000 Actionnaires - Capital non appelé,65278,false,109000 Actionnaires - Capital non appelé,109000,10,109000,10,,BSH_00021
439,nature_total,Nature_Total,Nature Total,65278,false,Nature Total,Nature_Total,Nature_Root,NAT0,Nature_Hors_MS,,
428,66,66,66 Charges financières,65278,false,66 Charges financières,66,6,66,6,,
383,645350,645350,645350 URC-AGFF,65278,false,645350 URC-AGFF,645350,645,645350,999MS,6XXXXX,PNL_00131
108,6135yx,6135YX,6135YX SaaS,65278,false,6135YX SaaS,6135YX,613,6135YX,613,,
56,615550,615550,615550 Entretien réparation-équipement de bureaux/hébergt R61500,65278,false,615550 Entretien réparation-équipement de bureaux/hébergt R61500,615550,615,615550,615,6XXXXX,PNL_00150
57,626200,626200,626200 Téléphone et télécopie R62600,65278,false,626200 Téléphone et télécopie R62600,626200,626,626200,626,626XXX,PNL_00150
576,op26,OP26,Financement CE (BUD),65278,false,Financement CE (BUD),OP26,OP2,OP26,06MS,,
579,op25,OP25,Modèle social entreprise (BUD),65278,false,Modèle social entreprise (BUD),OP25,OP2,OP25,05MS,,
581,op28,OP28,"Impôts, taxes et versements assimilés sur rémunération (BUD)",65278,false,"Impôts, taxes et versements assimilés sur rémunération (BUD)",OP28,OP2,OP28,08MS,,
583,op27,OP27,Participation et intéressement (BUD),65278,false,Participation et intéressement (BUD),OP27,OP2,OP27,07MS,,
44,641425,641425,641425 Personnel - Indemnité Ristourne Gaz R64100,65278,false,641425 Personnel - Indemnité Ristourne Gaz R64100,641425,641,641425,560MS,6XXXXX,PNL_00131
411,648520,648520,648520 Abondement Versement volontaire,65278,false,648520 Abondement Versement volontaire,648520,648,648520,330MS,6XXXXX,PNL_00131
433,648530,648530,648530 Abondement CET / PERCO R64800,65278,false,648530 Abondement CET / PERCO R64800,648530,648,648530,330MS,6XXXXX,PNL_00131
602,nature_root,Nature_Root,Nature (Root),65278,false,Nature (Root),Nature_Root,Nature_Root,NAT,,,
648,nat_6undefined,NAT_6Undefined,Natures 6* TbD,65278,false,Natures 6* TbD,NAT_6Undefined,6,6Z,6,,
651,nat_7undefined,NAT_7Undefined,Natures 7* TbD,65278,false,Natures 7* TbD,NAT_7Undefined,7,7Z,7,,
720,10,10,10 - COMPTES DE CAPITAUX,65278,false,10 - COMPTES DE CAPITAUX,10,1,10,1,,
721,11,11,11 - REPORT A NOUVEAU,65278,false,11 - REPORT A NOUVEAU,11,1,11,1,,
585,op22,OP22,Charges sociales obligatoires (BUD),65278,false,Charges sociales obligatoires (BUD),OP22,OP2,OP22,02MS,,
588,op21,OP21,Rémunérations du personnel (BUD),65278,false,Rémunérations du personnel (BUD),OP21,OP2,OP21,01MS,,
590,op24,OP24,Protection sociale complémentaire (BUD),65278,false,Protection sociale complémentaire (BUD),OP24,OP2,OP24,04MS,,
591,op23,OP23,Epargne salariale (BUD),65278,false,Epargne salariale (BUD),OP23,OP2,OP23,03MS,,
597,op29,OP29,Personnel extérieur à l'entreprise (BUD),65278,false,Personnel extérieur à l'entreprise (BUD),OP29,OP2,OP29,09MS,,
603,op31,OP31,Rupture de contrat (BUD),65278,false,Rupture de contrat (BUD),OP31,OP2,OP31,11MS,,
604,op30,OP30,Remplacement CICE (BUD),65278,false,Remplacement CICE (BUD),OP30,OP2,OP30,10MS,,
628,nat_undefined,NAT_Undefined,Nature Undefined,65278,false,Nature Undefined,NAT_Undefined,Nature_Root,NATX,Nature_Hors_MS,,
314,603030,603030,"603030 Tuyauterie, robinetterie et accessoires R60310",65278,false,"603030 Tuyauterie, robinetterie et accessoires R60310",603030,603,603030,603,6XXXXX,PNL_00150
316,604004,604004,604004 Tx de pose R60400,65278,false,604004 Tx de pose R60400,604004,604,604004,604,6XXXXX,PNL_00150
317,604005,604005,604005 Tx de peinture R60400,65278,false,604005 Tx de peinture R60400,604005,604,604005,604,6XXXXX,PNL_00150
318,604002,604002,604002 Tx soudure R60400,65278,false,604002 Tx soudure R60400,604002,604,604002,604,6XXXXX,PNL_00150
319,603035,603035,603035 Machines réceptrices R60310,65278,false,603035 Machines réceptrices R60310,603035,603,603035,603,6XXXXX,PNL_00150
715,1,1,1 - COMPTES DE CAPITAUX,65278,false,1 - COMPTES DE CAPITAUX,1,Nature_Total,1,Nature_Total,,
716,2,2,2 - COMPTES D'IMMOBILISATION,65278,false,2 - COMPTES D'IMMOBILISATION,2,Nature_Total,2,Nature_Total,,
717,3,3,3 - COMPTES DE STOCK ET EN-COURS,65278,false,3 - COMPTES DE STOCK ET EN-COURS,3,Nature_Total,3,Nature_Total,,
718,4,4,4 - COMPTES DE TIERS,65278,false,4 - COMPTES DE TIERS,4,Nature_Total,4,Nature_Total,,
719,5,5,5 - COMPTES FINANCIERS,65278,false,5 - COMPTES FINANCIERS,5,Nature_Total,5,Nature_Total,,
320,604003,604003,604003 Contrôles techniques R60400,65278,false,604003 Contrôles techniques R60400,604003,604,604003,604,6XXXXX,PNL_00150
321,604008,604008,604008 Travaux de mecanique R60400,65278,false,604008 Travaux de mecanique R60400,604008,604,604008,604,6XXXXX,PNL_00150
322,604009,604009,"604009 Travaux de chaudronnerie, tuyauterie, robinetterie R60400",65278,false,"604009 Travaux de chaudronnerie, tuyauterie, robinetterie R60400",604009,604,604009,604,6XXXXX,PNL_00150
323,604006,604006,604006 Prestations diverses R60400,65278,false,604006 Prestations diverses R60400,604006,604,604006,604,6XXXXX,PNL_00150
324,604007,604007,604007 Travaux d'electricite R60400,65278,false,604007 Travaux d'electricite R60400,604007,604,604007,604,6XXXXX,PNL_00150
326,651xxx,651XXX,651XXX Redevance pour usage de domaine public,65278,false,651XXX Redevance pour usage de domaine public,651XXX,651,651XXX,651,,
327,722300,722300,722300 P. I. Subventions clients R72000,65278,false,722300 P. I. Subventions clients R72000,722300,722,722300,722,7XXXXX,PNL_00150
329,603260,603260,603260 Autres équipement et pièces de rechange de forage R60310,65278,false,603260 Autres équipement et pièces de rechange de forage R60310,603260,603,603260,603,6XXXXX,PNL_00150
332,603140,603140,603140 Mat et Pièces de rechange fonds de trou R60310,65278,false,603140 Mat et Pièces de rechange fonds de trou R60310,603140,603,603140,603,6XXXXX,PNL_00150
333,603020,603020,"603020 Casing, Tubing, Liner, Connectors and Accessoiries R60310",65278,false,"603020 Casing, Tubing, Liner, Connectors and Accessoiries R60310",603020,603,603020,603,6XXXXX,PNL_00150
334,603025,603025,603025 Accessoires de tubage (stock) R60310,65278,false,603025 Accessoires de tubage (stock) R60310,603025,603,603025,603,6XXXXX,PNL_00150
335,606xxx,606XXX,606XXX Fournitures de bureau,65278,false,606XXX Fournitures de bureau,606XXX,606,606XXX,606,,
338,621470,621470,621470 Autres personnels détachés,65278,false,621470 Autres personnels détachés,621470,621,621470,920MS,6XXXXX,PNL_00131
339,758001,758001,758001 Redevance registre GES R75800,65278,false,758001 Redevance registre GES R75800,758001,758,758001,758,7XXXXX,PNL_00150
340,758000,758000,758000 Produits divers R75800,65278,false,758000 Produits divers R75800,758000,758,758000,758,7XXXXX,PNL_00040
341,666021,666021,666021 RXD s/prêts - PERTE R66600,65278,false,666021 RXD s/prêts - PERTE R66600,666021,666,666021,666,6XXXXX,PNL_00150
342,666020,666020,666020 RXD s/prêts - PERTE (réaffect.) R66600,65278,false,666020 RXD s/prêts - PERTE (réaffect.) R66600,666020,666,666020,666,6XXXXX,PNL_00150
343,611675,611675,611675 Fabrication - services extérieurs R61100,65278,false,611675 Fabrication - services extérieurs R61100,611675,611,611675,611,6XXXXX,PNL_00150
344,635400,635400,635400 Droits de timbres R63700,65278,false,635400 Droits de timbres R63700,635400,635,635400,635,6XXXXX,PNL_00150
345,658400,658400,658400 Indemnité résiliation R65800,65278,false,658400 Indemnité résiliation R65800,658400,658,658400,658,6XXXXX,PNL_00150
346,661800,661800,661800 Intérêts des autres emprunts R66110,65278,false,661800 Intérêts des autres emprunts R66110,661800,661,661800,661,6XXXXX,PNL_00150
347,661802,661802,661802 Intérêts emprunts privés R66110,65278,false,661802 Intérêts emprunts privés R66110,661802,661,661802,661,6XXXXX,PNL_00150
348,661801,661801,661801 Intérêts emprunts Filacal R66110,65278,false,661801 Intérêts emprunts Filacal R66110,661801,661,661801,661,6XXXXX,PNL_00150
349,623401,623401,623401 Cadeaux à la clientèle R62300,65278,false,623401 Cadeaux à la clientèle R62300,623401,623,623401,623,6XXXXX,PNL_00150
351,621100,621100,621100 Personnel intérimaire,65278,false,621100 Personnel intérimaire,621100,621,621100,910MS,6XXXXX,PNL_00131
352,625700,625700,625700 Réceptions R62500,65278,false,625700 Réceptions R62500,625700,625,625700,625,625XXX,PNL_00157
353,645210,645210,645210 MUTUELLE R64500,65278,false,645210 MUTUELLE R64500,645210,645,645210,420MS,6XXXXX,PNL_00131
354,645330,645330,645330 URC-RETRAITE+APEC,65278,false,645330 URC-RETRAITE+APEC,645330,645,645330,220MS,6XXXXX,PNL_00131
528,706300,706300,706300 Prestations de service R70600,65278,false,706300 Prestations de service R70600,706300,706,706300,999MS,7XXXXX,PNL_00131
355,623400,623400,623400 Relations Publiques R62300,65278,false,623400 Relations Publiques R62300,623400,623,623400,623,623XXX,PNL_00150
356,611xxx,611XXX,"611XXX Prestation, hors conseil",65278,false,"611XXX Prestation, hors conseil",611XXX,611,611XXX,611,,
357,666011,666011,666011 RXD s/emprunts - PERTE R66600,65278,false,666011 RXD s/emprunts - PERTE R66600,666011,666,666011,666,6XXXXX,PNL_00150
358,666010,666010,666010 RXD s/emprunts - PERTE (réaffect.) R66600,65278,false,666010 RXD s/emprunts - PERTE (réaffect.) R66600,666010,666,666010,666,6XXXXX,PNL_00150
360,658510,658510,658510 charges externalisation CREA IFC R65800,65278,false,658510 charges externalisation CREA IFC R65800,658510,658,658510,658,6XXXXX,PNL_00150
361,611300,611300,611300 Services de bureau & administration sous-traités R61100,65278,false,611300 Services de bureau & administration sous-traités R61100,611300,611,611300,611,611XXX,PNL_00166
8,699990,699990,699990 Comptes techniques Charges CS9999,65278,false,699990 Comptes techniques Charges CS9999,699990,699,699990,699,6XXXXX,SAP_T6999
363,666041,666041,666041 RXD s/tiers - PERTE R66600,65278,false,666041 RXD s/tiers - PERTE R66600,666041,666,666041,666,6XXXXX,PNL_00150
364,645100,645100,645100 Sécurité Sociale-Cotisation sté pour personnel nat R64500,65278,false,645100 Sécurité Sociale-Cotisation sté pour personnel nat R64500,645100,645,645100,210MS,6XXXXX,PNL_00131
365,666040,666040,666040 RXD s/tiers - PERTE (réaffect.) R66600,65278,false,666040 RXD s/tiers - PERTE (réaffect.) R66600,666040,666,666040,666,6XXXXX,PNL_00150
366,668100,668100,668100 Autres charges financières R66820,65278,false,668100 Autres charges financières R66820,668100,668,668100,668,6XXXXX,PNL_00150
367,603901,603901,603901 Peinture R60310,65278,false,603901 Peinture R60310,603901,603,603901,603,6XXXXX,PNL_00150
